seeker_post,response_post,augmented_flag,rationales,first_rationale,longest_rationale
Heroin feels like an option sometimes. I'm just done with normalcy,you ever done opiates before?,0,,,
the way the world is makes me depressed. the title says it all,"The world is a vampire, sent to drain Secret destroyers, hold you up to the flames And what do I get, for my pain? Betrayed desires, and a piece of the game.",0,,,
"I wish I had the guts to kill myself.. But I So as I fall asleep gonna hope for the next best thing, that I never wake up. Good night guys :)","Good morning bro, im happy that you woke up and read this comment! I hope you have a great day today!",0,im happy that you woke up and read this comment! I hope you have a great day today|,im happy that you woke up and read this comment! I hope you have a great day today,im happy that you woke up and read this comment! I hope you have a great day today
"What advice would you give to a 16 year old who is lonely, struggles with depression and feels like they are wasting their youth sat at home all day?. Title pretty much covers it.","Don't fuck up your education. I ended up getting kicked out of the Swedish equivalent of high school at 17 because I stopped attending classes as I progressivly got worse. I ended up getting a lot better the last two years but I'm now approaching my mid 20's with fuck all to show for, which has made me start feeling pretty bad again as I'm trying to play catchup. If i just finished that shit I could at least be at university now... fuck me.",0,,,
In one week I will do it. Seven more days. I think that's enough time for me to figure out if there's any reason to live any longer. Got everything I need to do it. I feel... at peace...,"1. Are the problems you have permanent or out of your control? 2. Have you talked with all of your friends and family or a therapist? I dont know what you are going through, but whatever it is, is it really THAT bad you feel the need to end your life?? Now just think about what all your friends and family will think once you are gone... they will be blaming themselves forever because they will feel like they are at fault because they didnt help you when you needed it most. Again idk what going through, but think of how many people are going through as worse or worse than you and still tough it out and make it through.",0,"I dont know what you are going through, but whatever it is, is it really THAT bad you feel the need to end your life?? Now just think about what all your friends and family will think once you are gone... they will be blaming themselves forever because they will feel like they are at fault because they didnt help you when you needed it most. Again idk what going through, but think of how many people are going through as worse or worse than you and still tough it out and make it through.|","I dont know what you are going through, but whatever it is, is it really THAT bad you feel the need to end your life?? Now just think about what all your friends and family will think once you are gone... they will be blaming themselves forever because they will feel like they are at fault because they didnt help you when you needed it most. Again idk what going through, but think of how many people are going through as worse or worse than you and still tough it out and make it through.","I dont know what you are going through, but whatever it is, is it really THAT bad you feel the need to end your life?? Now just think about what all your friends and family will think once you are gone... they will be blaming themselves forever because they will feel like they are at fault because they didnt help you when you needed it most. Again idk what going through, but think of how many people are going through as worse or worse than you and still tough it out and make it through."
Another wasted year. Why are you so sad they said... Whats wrong they said...,Anything can happen in 2017. Happy new year to you and I hope this one won't be a waste,0,Anything can happen in 2017. Happy new year to you and I hope this one won't be a waste|,Anything can happen in 2017. Happy new year to you and I hope this one won't be a waste,Anything can happen in 2017. Happy new year to you and I hope this one won't be a waste
"I got upset but for the first time since I got ill with depression, I didn't cut.. Had another cry because I was so proud of myself.","That's wonderful news, you should be proud of that progress.",0,"That's wonderful news, you should be proud of that progress.|","That's wonderful news, you should be proud of that progress.","That's wonderful news, you should be proud of that progress."
When does it get better?. I wasted the 'best years of my life' in highschool being depressed. Now I'm equally depressed in uni when I should be having even more fun partying and learning new things. What am I waiting for? Being even more depressed in an office job? It's too much..,"That whole best years of your life thing, at least in my opinion, is a load of hogwash. Best years? Body going through changes? Trying to figure out your first relationships? Stuck in school all day? Drama everywhere? Restricted in everything you want to do? Inexperienced enough to not know what you really want to do? I could go on... HS sucks. With very few exceptions, the only people I know who consider HS the best years are people who are completely and totally miserable adults who are looking back with rose-colored glasses at a time when their parents paid for everything. College is better for most people, but the partying and crap is highly overrated once you're old enough to look back a bit. I don't know anyone who misses that stuff. But what are the best years? I think once you hit your mid-20s things really start to look up. Odds are, your career is at least starting to actually materialize, you aren't as emotionally immature anymore and things don't bother you like they used to, and generally speaking the odds are that things are more stable overall. Don't sell your future short--you'll look back and realize there's a lot of crap in HS/college that you'll be glad to have behind you!!",0,Don't sell your future short--you'll look back and realize there's a lot of crap in HS/college that you'll be glad to have behind you!!|,Don't sell your future short--you'll look back and realize there's a lot of crap in HS/college that you'll be glad to have behind you!!,Don't sell your future short--you'll look back and realize there's a lot of crap in HS/college that you'll be glad to have behind you!!
"is having an episode a reason to take a few days off?. Its never been as bad as right now, i detest myself. i honestly couldn't see me going to work like that tomorrow. so is that reason enough?",I think that avoiding work to sit at home in your misery is a bad thing. Getting out of the house is recommended even if it's something like going to work. Obviously do whatever you feel is best but I don't think skipping work is going to help you get any better. For example I could barely get out of bed this morning to go to work but even though I'm here hating it I would alternatively be at home sleeping until 2pm then lay in bed on my phone all day.,0,,,
"Advice for when random depression hits at work. Yeah, basically the title. Does anyone have advice for dealing with anxiety and depression that hits randomly through the work day? It's been happening to me a lot now and I have a hard time pulling myself out of it.","I make a handwritten to-do list and then see what thing on the list strikes me as the least difficult to do. And then I do it, and don't think about anything but that task until it's done. Sometimes having a concrete list helps the anxiety/depression pass, and sometimes it just makes my day less overwhelming, so I'm at least able to get through the easiest and/or most important tasks.",0,,,
I feel like I broke the record for suicidal thoughts.. I hate myself and I want to die.,"I'm sorry you're feeling like that. I know it sounds grim as fuck, but if you broke the record for suicidal thoughts? It also means you've broken the record for resisting suicidal thoughts, and that's something to be proud of - even if it doesn't feel like it just now",0,"I'm sorry you're feeling like that|I know it sounds grim as fuck, but if you broke the record for suicidal thoughts?|It also means you've broken the record for resisting suicidal thoughts, and that's something to be proud of - even if it doesn't feel like it just now|",I'm sorry you're feeling like that,"It also means you've broken the record for resisting suicidal thoughts, and that's something to be proud of - even if it doesn't feel like it just now"
Fuck it. My girl and I broke up and im done. I was doing so well. Been clean for months now and now... I just want to die and get it over with.,I hope you're still here. It gets better.,0,I hope you're still here. It gets better.|,I hope you're still here. It gets better.,I hope you're still here. It gets better.
"how the fuck do i stop procrastination. i never meet the goals i make for myself, no matter how fucking low i set the bar. can't even work out for a five fucking minutes. can't go outside or anything. fuck this",First take three deep breaths. You are saying so many negative things about yourself. But what add some things you like about yourself?,0,,,
"My notes written, I'll be gone by morning. Edit: all your comments brought me to tears. It was a tough night but my friends and girlfriend called my family members, they had no idea I was this bad. I am being admitted to hospital shortly. Thank you for your kind words people of",please dont do this. i dont even know you but this post felt like a stab to my heart.,0,please dont do this. i dont even know you but this post felt like a stab to my heart.|,please dont do this. i dont even know you but this post felt like a stab to my heart.,please dont do this. i dont even know you but this post felt like a stab to my heart.
"I don’t consider myself depressed anymore but I still often feel like suicide is the best option. What a shitty world we live in, right?","Never give a permanent answer to a temporal problem, that's like burning your house down to kill a spider.",0,,,
Why does no one care. no one even asks me if okay the point,"Hey, are you okay? Do you need to talk or vent?",0,Do you need to talk or vent?|,Do you need to talk or vent?,Do you need to talk or vent?
"low self-worth. can be depression the cause of low self-worth? depression, loneliness, boredom, my self-worth is going down fucking fast. :S  i want a girl",Can I ask why you have depression?,0,,,
"even when i actually do feel ok for a day, i feel like i'm so used to feeling like shit that i feel like i need to feel pathetic to feel normal. and then that thought like, why do i not feel down right now. why aren't you feeling down, just keeps bothering me. anyone relate?","Yes, you are not alone. Do you feel guilt or shame - what I mean by that is do you feel like you don't deserve that 1 day of feeling OK? It feels so easy to slip back because it's comfortable, right? It's familiar and easy. Kudos to you for being able to have good days! YOU SHOULD BE EXCITED! Keep enjoying those good days and there will begin to be more and more.",0,"Yes, you are not alone.|Kudos to you for being able to have good days! YOU SHOULD BE EXCITED! Keep enjoying those good days and there will begin to be more and more.|","Yes, you are not alone.",Kudos to you for being able to have good days! YOU SHOULD BE EXCITED! Keep enjoying those good days and there will begin to be more and more.
"I feel really alone. Man I feel awful , I broke up friendship with my best friend and I now have absolutely no female companionship whatsoever. I feel really lonely man. I share strained friendships everywhere.",People hate you because you're strong. The depression will turn to hate and you will want to slaughter faggots legally.,0,,,
"Easy work from home jobs no experience needed that are easy to get into?. Ya know, because depression. I keep losing all my jobs and I even maintain proper hygiene, I think time to find a work from home job before I end up on the streets...","There are tons of opportunities out there that can help you earn decent money. This includes: website testing, taking surveys, data entry, transcription, virtual assistant, and so on. Can I suggest you something? It's a process to recover from your depression. 1. The first thing you should do is to find out the top three things, basically your skills that you are good at and which can help you in some way for getting online jobs. 2. Make a list of such jobs that you can opt for as per your top three skill-sets. 3. The next thing is to look for free or paid online resources to learn about that job and start applying. I would suggest starting with some easy job that you can find without any trouble. For instance, you can do data entry in the beginning. After a few months, you can start doing transcription work, and then maybe move on to become a virtual assistant. So in this way, you will ultimately start earning a decent earning on your own. I hope this may help you. All the best!",0,"There are tons of opportunities out there that can help you earn decent money. This includes: website testing, taking surveys, data entry, transcription, virtual assistant, and so on. Can I suggest you something? It's a process to recover from your depression. 1. The first thing you should do is to find out the top three things, basically your skills that you are good at and which can help you in some way for getting online jobs. 2. Make a list of such jobs that you can opt for as per your top three skill-sets. 3. The next thing is to look for free or paid online resources to learn about that job and start applying. I would suggest starting with some easy job that you can find without any trouble. For instance, you can do data entry in the beginning. After a few months, you can start doing transcription work, and then maybe move on to become a virtual assistant. So in this way, you will ultimately start earning a decent earning on your own. I hope this may help you. All the best!|","There are tons of opportunities out there that can help you earn decent money. This includes: website testing, taking surveys, data entry, transcription, virtual assistant, and so on. Can I suggest you something? It's a process to recover from your depression. 1. The first thing you should do is to find out the top three things, basically your skills that you are good at and which can help you in some way for getting online jobs. 2. Make a list of such jobs that you can opt for as per your top three skill-sets. 3. The next thing is to look for free or paid online resources to learn about that job and start applying. I would suggest starting with some easy job that you can find without any trouble. For instance, you can do data entry in the beginning. After a few months, you can start doing transcription work, and then maybe move on to become a virtual assistant. So in this way, you will ultimately start earning a decent earning on your own. I hope this may help you. All the best!","There are tons of opportunities out there that can help you earn decent money. This includes: website testing, taking surveys, data entry, transcription, virtual assistant, and so on. Can I suggest you something? It's a process to recover from your depression. 1. The first thing you should do is to find out the top three things, basically your skills that you are good at and which can help you in some way for getting online jobs. 2. Make a list of such jobs that you can opt for as per your top three skill-sets. 3. The next thing is to look for free or paid online resources to learn about that job and start applying. I would suggest starting with some easy job that you can find without any trouble. For instance, you can do data entry in the beginning. After a few months, you can start doing transcription work, and then maybe move on to become a virtual assistant. So in this way, you will ultimately start earning a decent earning on your own. I hope this may help you. All the best!"
Boredom. How do you cope with boredom? Everything that I do bores me after awhile... and how do I deal with the feeling of loneliness? I never really cared that I'm usually by myself until my boyfriend defined me as a loner infront of his friend. Needless to say it hurts a lot...,sometimes it helps if a end goal or purpose. Also a pretty rude comment. You guys should talk. Hope you feel better,0,sometimes it helps if a end goal or purpose. Also a pretty rude comment. You guys should talk. Hope you feel better|,sometimes it helps if a end goal or purpose. Also a pretty rude comment. You guys should talk. Hope you feel better,sometimes it helps if a end goal or purpose. Also a pretty rude comment. You guys should talk. Hope you feel better
Why am I not allowed to die?. I don't want to be here anymore.,"Listen m8, a dead man is a free man. When you are dying, the world is your oyster. Do whatever.",0,,,
"I want to run away. I want nobody to know who I am and that I exist. Throw my phone away, buy a house in the forest, and sleep until I die. I hate being me, and I hate that people know me and judge me.",That would honestly be the best thing ever,0,,,
Admitted to hospital for first time.. Almost killed myself last night. This isn't even the saddest I've been. But it's the most tired I have been. I'm just tired of dealing with it. It's obnoxious. I just want to sleep forever.,"Hospital stays can be helpful or horrible, depending on the staff and services provided. I hope things go OK for you while you're there. I've been where you've been. I don't know if it gets better, but you're not alone.",0,"I hope things go OK for you while you're there.|I don't know if it gets better, but you're not alone.|",I hope things go OK for you while you're there.,"I don't know if it gets better, but you're not alone."
"Changing my perception. I read a lot of online forum and article that mental illness is forever,you will need meds forever.I have been diagnosed with schiz,I wonder when will I recover and don't need to obediently take the evil meds with a lot of side effect","I can tell you this much: If you can tell whether or not the medication is making a positive difference, then I'd say that it's worth enduring the negative side effects. As a side note, I feel like I've heard of/known people who eventually weened themselves off of their meds and ended up not needing them, but it's probably different from person to person. I have no idea what the future holds for you, and there's probably no definitive way to predict how things will end up for you and your medication, so good luck.",0,good luck.|,good luck.,good luck.
Just started taking Zoloft today; antsy as fuck. I cannot sit or lay still!!! Is this normal and/or will it go away?,This was the reason I stopped taking Zoloft. In hindsight it was still better than the depression so I might go back on it soon.,0,,,
"Looking how happy everyone else is in my instagram feed males me sad. Why can't I be like them. Honestly I'm just a gloomy, worthless, piece of shit who shouldn't exist.","You realize people's instagram feeds are manufactured to just show the good side of things right? People only show when they're happy or when they appear to be happy, but in reality they might be just as miserable as you. It's all fake.",0,"You realize people's instagram feeds are manufactured to just show the good side of things right? People only show when they're happy or when they appear to be happy, but in reality they might be just as miserable as you. It's all fake.|","You realize people's instagram feeds are manufactured to just show the good side of things right? People only show when they're happy or when they appear to be happy, but in reality they might be just as miserable as you. It's all fake.","You realize people's instagram feeds are manufactured to just show the good side of things right? People only show when they're happy or when they appear to be happy, but in reality they might be just as miserable as you. It's all fake."
I’ve started mixing drugs and alcohol hoping it will kill me.. At least been helping me sleep. So far I wake up disappointed. Fuck this.,Don't do it. Tell me your story! I'd love to hear.,0,Tell me your story! I'd love to hear.|,Tell me your story! I'd love to hear.,Tell me your story! I'd love to hear.
AAAAAAAAAAAAAAAAAAAAAAAAAAAAH. AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAH GET ME THE FUCK OUT OF HERE,Holy shit I can relate so well to this.,0,Holy shit I can relate so well to this.|,Holy shit I can relate so well to this.,Holy shit I can relate so well to this.
"I want to be social and meet better people but I can barely care to form words and sentences anymore.. I'm sorry... I want to say more but I can't. It's too hard. This is too hard. How do you guys do this. God I'm so lonely, lifeless and incredibly miserable.",Maybe you're going through an existential crisis. Have you ever thought what the meaning of your life is?,0,,,
Depression and obsession. Being obsessed with something while being depressed doesn't mix well,I'm obsessed with video games and spend a lot of time reading or watching videos about them. Unfortunately my depression keeps me from actually being able to play anything. It sucks so much because now I have nothing to go to when I'm feeling down.,0,,,
I’m ready to die. so sick of hurting I just want it to stop,"I know that feels, it probably will disappear one day. Just give it some time.",0,"I know that feels,|it probably will disappear one day. Just give it some time.|","I know that feels,",it probably will disappear one day. Just give it some time.
I missed my Meds for a day and now I feel worse than ever. I guess they were doing something. Help me :(,"No, that is just really bad withdrawal. Don't confuse that for how you were without them.",0,,,
"I am afraid that I will be spending Christmas entirely alone.. Title says it all. Working too much to have made plans, maybe it was partly intentional. Anyone else in a similar boat?",I am sort of in a similar boat. There are lots of people around me but it still feels like entirely alone. prepared to spend most wonderful time of the getting drunk everyday until school starts again. And then starting another draining semester.,0,,,
"I told my boyfriend today that i have been feeling really unmotivated this semester. And he tells me, Here's the thing, I take a pill. Taking a pill is not an option for you. Have you tried forcing yourself to be motivated?. I just told him thanks. I feel hurt, but I can't explain why or if I should even feel this way. I don't know.","I feel the same way, I am single and have problems socially. So being alone makes my motivation worse and makes me really depressed. I am failing most of my classes this semester and don't seem to have motivation to make a rebound. Just know that theres people out there going through what your going through and I am here to at least give you assurance that you aren't alone in situations like this. I don't like it when people tend to say just force yourself to be motivated, but I am just lazy and hopeless at this point. I wish the best for you and I actually was on pill medication for this sort of stuff at a point, so if you got questions about that or anything in general maybe I can make use of myself and help someone out who needs it more than I do.",0,"I wish the best for you and I actually was on pill medication for this sort of stuff at a point, so if you got questions about that or anything in general maybe I can make use of myself and help someone out who needs it more than I do.|Just know that theres people out there going through what your going through and I am here to at least give you assurance that you aren't alone in situations like this.|","I wish the best for you and I actually was on pill medication for this sort of stuff at a point, so if you got questions about that or anything in general maybe I can make use of myself and help someone out who needs it more than I do.","I wish the best for you and I actually was on pill medication for this sort of stuff at a point, so if you got questions about that or anything in general maybe I can make use of myself and help someone out who needs it more than I do."
"Does anyone look at articles about how to tell if someones depressed just for the heck of it. I look at them sometimes so i can just feel like im doing something right,",No i dont want to read about myself id just get more bummed,0,,,
I often think about the person I would have been without depression.. So many hobbies and passions that I abandoned.,Me too. I think about this constantly and it gives me a lot of anxiety as well. I would have studied something different in school and actually have fun at my job. Sometimes I cry about it but what can you do...,0,Me too.|Sometimes I cry about it but what can you do|,Me too.,Sometimes I cry about it but what can you do
"What did you live through in 2018?. Every year, my mom has the family reflect on things that we've gotten through during the year. Good or bad, we made it through something. So now, I'm asking you the same thing: What's something you lived through in 2018 that you can now say, I made it through. &amp;#x200B; What I lived through: losing all of my friends but making a new one, concerts, trip out of my home state, and making photography work I can be proud of now, getting on stable meds.","very cool accomplishments! a photographer as well, love to see some of your work if you wanna share. at the end of last year my girlfriend of two and a half years left me, i had to move back home with my parents and lost all but one of my friends. but it pushed me to finally come out as trans and get hormone therapy. one year later and i feel like myself for the first time in 22 years. a few months ago i stood up to my shithead boss and quit my job working repossession. i really miss the money but miss slaving away for 80 hours a week and now looking into getting a job dreamed of since i was in highschool. sometimes things really do happen for a reason.",0,,,
"Hi. Hi guys, I joined like 3days ago. Nice to meet you or smth",Sorry I ate them all lol,0,,,
I'm Really Fucking Sad. I'm angry and tired and I want a friend. I cant reach out to anyone. I've tried and it always ends up worse for me and the other person. I'm just really really sad.,"hey, do you need someone to talk to?",0,"hey, do you need someone to talk to|","hey, do you need someone to talk to","hey, do you need someone to talk to"
"Dammit. I thought I was getting better, now I'm just as bad, if not worse, than I was before. There are not words for this, and nobody understands my pain.",I'm sorry you feel this way. Is there anything in particular that's bothering you?,0,I'm sorry you feel this way.|,I'm sorry you feel this way.,I'm sorry you feel this way.
I’m so lonely. Help. Please.. I know how to handle this,"Well, we're all here because we've been in the same place one time or another. I, myself, find it hard to believe that it gets better. But, there's always this tiny ray of hope that says just, JUST, hold on for a little longer. And since I've got nothing better to do, I obey.",0,"there's always this tiny ray of hope that says just, JUST, hold on for a little longer.|","there's always this tiny ray of hope that says just, JUST, hold on for a little longer.","there's always this tiny ray of hope that says just, JUST, hold on for a little longer."
How do i get smarter. And also stop cutting in my sadness and anger,"Pick something you're interested in. Anything. It could be comics, a historical event, a tv show, law, place, a band, etc and learn everything you an about that topic. See where it takes you :)",0,,,
Honestly I feel terrible. I feel like running a marathon my entire fucking life and I remember a single time where it like this. Can someone listen to me and console me before I fucking cut myself,"Please don't cut yourself. You can post more about your situation, I'm sure there are always people in this sub that will offer a listening ear. I would.",0,"You can post more about your situation, I'm sure there are always people in this sub that will offer a listening ear. I would.|","You can post more about your situation, I'm sure there are always people in this sub that will offer a listening ear. I would.","You can post more about your situation, I'm sure there are always people in this sub that will offer a listening ear. I would."
I can't take it anymore.. I'm searching for anyone to have a conversation with but nobody wants anything to do with me. Nobody answers the phone. I have nobody. I'm so alone.,Hey you can chat with me. I'm also feeling lonely..and nobody wants to talk to me also,0,Hey you can chat with me.|,Hey you can chat with me.,Hey you can chat with me.
"I can't accept that anyone could ever love or care about me. I'm so lonely. I've been feeling awful because I just can't stop losing people in my life. No matter how hard I try, I'm always forgotten, abandoned, and replaced. I don't have any support at all. I'm tired of being lonely, and being lied to.","I feel the same. For years of isolation, now I don't know if I ever will find someone to love me, talk to me.",0,,,
Does anyone else just drive around aimlessly for hours.. I stop pretty frequently because gas though.,"too poor to buy a car, so instead i walk aimlessly at my neighborhood",0,,,
Crazy thoughts. Planning to end it all soon .,Do you want to talk about it?  (I realized that sentence kinda sounds sarcastic wasn't meant to be),0,Do you want to talk about it? (I realized that sentence kinda sounds sarcastic wasn't meant to be)|,Do you want to talk about it? (I realized that sentence kinda sounds sarcastic wasn't meant to be),Do you want to talk about it? (I realized that sentence kinda sounds sarcastic wasn't meant to be)
Suicide. do u think 50 tea bags will kill me? have just drinking tea of 50 tea bags,"Death can't help you. The world will keep turning. Everyone around you will revile at your end. And so, embrace life, kindness, and activity. You will still die, but the world will turn with you in it.",0,,,
"Boyfriend (22M) confessed to me (22F) that he has trouble finding empathy for my depression.. over 5 months pregnant, facing the worst depression of my life. medicated (Wellbutrin) but been having a lot of down days lately, suicidal thoughts starting to come back. Idk what he even meant by what he said, but it still hurt for some reason. I really feel close to him emotionally and I try my best to cover my emotions around him and right, him telling me what he said would make feel more alienated from him. I feel so alone.","Have you guys been dating for awhile? I hate that you feel you have to cover your emotions because I feel I do all the time. I think its extremely hard for those without mental illness to understand what we go through. I used to find as many analogies or ways to explain it as I could online since I'm not very articulate myself. I hope things get better and that they do so soon. Above all, I hope that you and your baby are safe.",0,". I hope things get better and that they do so soon|Above all, I hope that you and your baby are safe.|",. I hope things get better and that they do so soon,. I hope things get better and that they do so soon
"I don’t want to want to kill my self. It’s exhausting convincing myself to live every single day. I need to decide now. If I choose life, I should commit 100% and finally stop wanting to die so much. If I choose death I should stop convincing myself to live and just fucking die already.. Why am I not capable of making a decision?","I wish it was that simple, I went through the same thought process. Think of it this way, an easy suicide is going to take some set up, living is way easier. Plus once the depression clears you'll be glad you did.",0,"Think of it this way, an easy suicide is going to take some set up, living is way easier. Plus once the depression clears you'll be glad you did.|","Think of it this way, an easy suicide is going to take some set up, living is way easier. Plus once the depression clears you'll be glad you did.","Think of it this way, an easy suicide is going to take some set up, living is way easier. Plus once the depression clears you'll be glad you did."
I’m a fucking failure. FUCK FUCK FUCK FUCK FUCK FUCK FUCK,Same I feel like I have failed to reach every goal I have set for myself. Although I kinda just accepted it at this point and stopped caring that I always fail and it strangely helps me get not so depressed about it anymore.,0,,,
My mum found me trying to commit suicide. Today was supposed to be it. I shouldn't be alive right now. She came into the room and found me hanging. If only I had done it a bit earlier... Life won't let me be happy and live and now it won't let me die.,"Try to let this show you that it isent your time, things can be better, it doesn't happen overnight although you wish it too. Please think of yourself and everyone who loves you too, we only get one shot at this life, please don't. If you need to talk, I'm here",0,"Please think of yourself and everyone who loves you too, we only get one shot at this life, please don't. If you need to talk, I'm here|","Please think of yourself and everyone who loves you too, we only get one shot at this life, please don't. If you need to talk, I'm here","Please think of yourself and everyone who loves you too, we only get one shot at this life, please don't. If you need to talk, I'm here"
Waking life better better than sleeping life for anybody?. Because it's def not for this mid 20s manchild,"Yea. Especially since I regularly have lucid dreams. It's amazing, except when you wake up with a bitter taste in your mouth.",0,,,
It'll get better!. Said countless times when it only seems to get worse.,"i feel you m8.. been clinically depressed for like 4 years now, it sound long but it feels like been forever. depression be cured. it can be treated. there are so many neurotypicals that try to tell me i will get better, but thats the only way they know how to comfort people i guess.",0,i feel you|,i feel you,i feel you
I have to go to work in 45 minutes. I tried calling off by lying about being sick but I find anyone to cover for me. I know how manage honestly.,Being a wagecuck is hard I feel you,0,Being a wagecuck is hard I feel you|,Being a wagecuck is hard I feel you,Being a wagecuck is hard I feel you
Going to buy a little buddy. I really want to get out of this pit of depression. I decided to get a goldfish buddy. It cure depression but I think it will make me happy a little,"Any pet will really help. Just something to keep your mind off being depressed and keep you a little busy, it really helped me getting a cat!",0,,,
"Anyone get physical pain along with the sadness?. noticed on some days that I feel particularly down and empty, I will experience a very sharp pain in my abdomen. It feels like a bunch of needles poking through my insides. This has been going on for a couple of years now, and only periodically occurs, but very alarming.",It happens to me every day.My doctor just thinks my body is too sensitive and reacts to my emotions.,0,,,
"What the hell do people do all day?. I honestly am baffled by what people spend their time doing. I literally spend almost all of my time on my desk, in front of the computer every day of the week.",Mindlessly working to afford to be able to live. Laying in bed trying to forget all of my problems,0,,,
"They were right.... The kids I used to work with always asked me if I was married or had a significant other. I told them no and they then assumed that I was lonely. I didn't think they were right, but now I know. I'm lonely. I have no one. I live in a city halfway across the country from my family. I have no friends. Just started a new job so I don't even have work friends. And my birthday is in three days.... The kids were right about me being lonely and they were right about me being an awful person. I suck. I'm a loser. I'm going to be alone for the rest of my life...","You are not a loser- I promise. Give yourself some credit for starting a new job, and give yourself time to make new friends there. I bet money you'll find people who enjoy you, and you'll end up having work friends. You're not going to be alone for the rest of your life, I promise you'll find people who share lots of common interests with you. Also- I wanna wish a very happy early birthday to you, and I hope your day is awesome!",0,"You are not a loser- I promise. Give yourself some credit for starting a new job, and give yourself time to make new friends there.|I bet money you'll find people who enjoy you, and you'll end up having work friends. You're not going to be alone for the rest of your life, I promise you'll find people who share lots of common interests with you. Also- I wanna wish a very happy early birthday to you, and I hope your day is awesome!|","You are not a loser- I promise. Give yourself some credit for starting a new job, and give yourself time to make new friends there.","I bet money you'll find people who enjoy you, and you'll end up having work friends. You're not going to be alone for the rest of your life, I promise you'll find people who share lots of common interests with you. Also- I wanna wish a very happy early birthday to you, and I hope your day is awesome!"
Anyone else feel physical pain or discomfort while depressed?. Like in your chest and stomach area?,"Yeah, mostly in the chest area. It can be really painful if extremely depressed.",0,,,
"I've forgotten what it's like to be happy so I fill my life with sensory pleasures. Things such as food, drugs, sex, etc.","Food, alcohol and cigarettes for me. Though cigarettes have been pretty useless lately. Might as well quit smoking but stack up on the food and booze.",0,,,
I'm going to see a doctor tomorrow. I've decided to try medication (lexapro) again. I'm going to the doctor tomorrow. I'm terrified. I don't know what to expect and I'm scared of side effects of medication. What if they don't work? What if they make things worse.,"If they work or they give you side effects, then you can try something else. You always have a say in what you take, and can always say no or tell your doctor what side effects concern you the most and they will work with you on what medications to try based on that. If your doctor one you feel you can talk to easily, maybe try a different one. great that taking a step towards taking care of yourself. I hope it works out and you feel a bit better over time. Also, I started trying to chart my moods and that can sometimes help me reflect on if medicine is helping or not. Best of luck!",0,"great that taking a step towards taking care of yourself. I hope it works out and you feel a bit better over time. Also, I started trying to chart my moods and that can sometimes help me reflect on if medicine is helping or not. Best of luck!|","great that taking a step towards taking care of yourself. I hope it works out and you feel a bit better over time. Also, I started trying to chart my moods and that can sometimes help me reflect on if medicine is helping or not. Best of luck!","great that taking a step towards taking care of yourself. I hope it works out and you feel a bit better over time. Also, I started trying to chart my moods and that can sometimes help me reflect on if medicine is helping or not. Best of luck!"
Why does sadness feel like home?. I get this sounds so weird but I have always drawn so much more creativity from my depression and sadness. I feel more comfortable when I'm melancholy or sad. Being happy feels weird and it is draining. Sadness is my comfort and i hate that.,"Because sadness often feels both familiar and comfortable (like you said), and trying to make yourself happy can be a scary thing because of the uncertainty that might come afterwards.",0,,,
They say being active helps but I pull 18 hours days and all I can think about the whole time is dying. Being active changes nothing.. Just another lie to keep us here longer.,"Well being active *is* important, but so is not being overactive. 18 hour days, man? You can't do that for long. It's important to do something during the day so you have so.etbing to process at night.",0,,,
"I want a dog.... But I even really take care of myself, what makes me think I could take care of another being. probably end up somehow fucking it up and hating myself more","start with something smaller, like a hermit crab",0,,,
Started punching my face. Yesterday i hated myself so much that i punched my face a few times... Its time for me to get help... tuesday iam going in a psychiatry,"I started this a little while ago too. Don't do it often, once every few months or so when I get really worked up and I start losing myself. Thing is, I like it. Not in a weird kinky way lmao but like, man it just gets me so revved up ya know? Like after I feed myself a few shots with each hand and I can feel the side of my face starting to swell up I feel like I can take on the fucking world head on. It's something that has actually made me heavily consider taking up boxing because it's win win. I get to punch something AND I get to get punched in the face back.",0,"Don't do it often, once every few months or so when I get really worked up and I start losing myself.|","Don't do it often, once every few months or so when I get really worked up and I start losing myself.","Don't do it often, once every few months or so when I get really worked up and I start losing myself."
"No longer feeling emotions. For the past few months I was feeling very depressed every day but last Saturday I woke up and my sadness was gone but so were all other emotions, does anyone know what disorder this is called?","Flattened affect, usually caused by SSRI meds",0,,,
Does anyone else feel like they're no ones first choice?. Popped up in my head and don't go away...,"Life is a series of choices. Many of the people you involve yourself with are not your first choice either but life. If talking about romantically speaking then sure why would anybody be anybody first choice? The culmination of our personalities, looks, intelligence, sensitivity, etcetera, all create true love and attraction. I know come to Love my wife as much as I do but with time I began to learn more about her every day and now I trade the world for her. Being first always the best.",0,,,
"Moral of the story dont be different.... you be different , everyone will be put you down and you will be a scapegoat",Don't give up! You are valuable. You are strong. Take care of your physical and mental health. Practice self-love. Hope things get better for you.,0,Don't give up! You are valuable. You are strong.|Hope things get better for you.|,Don't give up! You are valuable. You are strong.,Don't give up! You are valuable. You are strong.
